,Code,zeo_num_atoms,zeo_a,zeo_b,zeo_c,zeo_alpha,zeo_beta,zeo_gamma,zeo_volume,zeo_largest_free_sphere,zeo_largest_free_sphere_a,zeo_largest_free_sphere_b,zeo_largest_free_sphere_c,zeo_largest_included_sphere,zeo_largest_included_sphere_a,zeo_largest_included_sphere_b,zeo_largest_included_sphere_c,zeo_largest_included_sphere_fsp,zeo_num_atoms_per_vol,zeo_chan_num_channels,zeo_chan_0_dim,zeo_chan_1_dim,zeo_chan_2_dim,zeo_chan_3_dim,zeo_chan_4_dim,zeo_chan_5_dim,zeo_chan_0_di,zeo_chan_0_df,zeo_chan_0_dif,zeo_chan_1_di,zeo_chan_1_df,zeo_chan_1_dif,zeo_chan_2_di,zeo_chan_2_df,zeo_chan_2_dif,zeo_chan_3_di,zeo_chan_3_df,zeo_chan_3_dif,zeo_chan_4_di,zeo_chan_4_df,zeo_chan_4_dif,zeo_chan_5_di,zeo_chan_5_df,zeo_chan_5_dif,zeo_density,zeo_asa_a2,zeo_asa_m2_cm3,zeo_asa_m2_g,zeo_nasa_a2,zeo_nasa_m2_cm3,zeo_nasa_m2_g,zeo_sa_num_channels,zeo_chan_0_sa_a2,zeo_chan_1_sa_a2,zeo_chan_2_sa_a2,zeo_chan_3_sa_a2,zeo_chan_4_sa_a2,zeo_chan_5_sa_a2,zeo_sa_num_pockets,zeo_poc_0_sa_a2,zeo_poc_1_sa_a2,zeo_poc_2_sa_a2,zeo_poc_3_sa_a2,zeo_poc_4_sa_a2,zeo_poc_5_sa_a2,zeo_poc_6_sa_a2,zeo_poc_7_sa_a2,zeo_poc_8_sa_a2,zeo_poc_9_sa_a2,zeo_poc_10_sa_a2,zeo_poc_11_sa_a2,zeo_poc_12_sa_a2,zeo_poc_13_sa_a2,zeo_poc_14_sa_a2,zeo_poc_15_sa_a2,zeo_poc_16_sa_a2,zeo_poc_17_sa_a2,zeo_poc_18_sa_a2,zeo_poc_19_sa_a2,zeo_poc_20_sa_a2,zeo_poc_21_sa_a2,zeo_poc_22_sa_a2,zeo_poc_23_sa_a2,zeo_poc_24_sa_a2,zeo_av_a3,zeo_av_frac,zeo_av_cm3_g,zeo_nav_a3,zeo_nav_frac,zeo_nav_cm3_g,zeo_chan_0_vol_a3,zeo_chan_1_vol_a3,zeo_chan_2_vol_a3,zeo_chan_3_vol_a3,zeo_chan_4_vol_a3,zeo_chan_5_vol_a3,zeo_poc_0_vol_a3,zeo_poc_1_vol_a3,zeo_poc_2_vol_a3,zeo_poc_3_vol_a3,zeo_poc_4_vol_a3,zeo_poc_5_vol_a3,zeo_poc_6_vol_a3,zeo_poc_7_vol_a3,zeo_poc_8_vol_a3,zeo_poc_9_vol_a3,zeo_poc_10_vol_a3,zeo_poc_11_vol_a3,zeo_poc_12_vol_a3,zeo_poc_13_vol_a3,zeo_poc_14_vol_a3,zeo_poc_15_vol_a3,zeo_poc_16_vol_a3,zeo_poc_17_vol_a3,zeo_poc_18_vol_a3,zeo_poc_19_vol_a3,zeo_poc_20_vol_a3,zeo_poc_21_vol_a3,zeo_poc_22_vol_a3,zeo_poc_23_vol_a3,zeo_poc_24_vol_a3,zeo_poav_a3,zeo_poav_frac,zeo_poav_cm3_g,zeo_ponav_a3,zeo_ponav_frac,zeo_ponav_cm3_g,zeo_probe_rad,zeo_N_points,zeo_probe_ctr_A_fract,zeo_probe_ctr_NA_fract,zeo_A_fract,zeo_NA_fract,zeo_narrow_fract,zeo_ovlpvfract,zeo_deriv_mean,zeo_deriv_variance,zeo_deriv_skewness,zeo_deriv_kurtosis,zeo_cum_mean,zeo_cum_variance,zeo_cum_skewness,zeo_cum_kurtosis,zeo_num_si
197,OWE,48,14.101536000000175,7.115975000000351,8.995626000000556,89.9999647886978,89.99998956762167,90.00001617788631,902.6766845573032,3.26115,3.26115,3.05079,1.07577,5.13477,5.07783,5.13477,5.13477,5.07783,0.0531751853361987,1,2,0,0,0,0,0,5.13477,3.26118,5.13477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76846,188.524,2088.5,1180.97,0.0,0.0,0.0,1,188.524,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.678,0.11818,0.0668264,0.0,0.0,0.0,106.678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.449,0.3694,0.208882,0.0,0.0,0.0,1,50000,0.11818,0.0,0.3694,0.0,0.052,0.5786,0.0332225917275747,0.1049001287201682,11.795917520915468,139.55804782468118,0.1691389169435215,0.1374628233179252,1.7435606384553308,1.0572211254010062,16.0
198,SGT,192,10.1742317997526,10.17423477657283,34.28870196567145,90.6589267701426,89.34102898744649,90.5519164443296,3548.766115225173,1.55091,1.55091,1.55091,1.55091,7.09782,7.08002,7.09712,7.0329,7.09712,0.0541033119022038,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79933,0.0,0.0,0.0,536.841,1512.76,840.733,0,0.0,0.0,0.0,0.0,0.0,0.0,12,130.335,125.172,4.27117,3.81072,4.11475,3.12817,125.001,3.29095,2.44667,127.989,3.65324,3.62852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.33,0.12098,0.0672362,0.0,0.0,0.0,0.0,0.0,0.0,108.379,104.334,0.354877,0.709753,0.567803,0.567803,106.96,0.283901,0.496827,105.114,0.922679,0.638778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1138.02,0.32068,0.178222,1,50000,0.0,0.12098,0.0,0.32068,0.08746,0.59186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0
199,BOF,72,7.494479000550338,12.967265000133644,13.31878600090849,90.00018743247348,89.99868768000418,90.00048766029103,1294.35818423128,3.75962,3.75962,1.20329,1.20184,4.93072,4.92008,4.77905,4.93072,4.92008,0.0556260244475997,2,1,1,0,0,0,0,4.93075,3.75966,4.93075,4.92461,3.75871,4.92461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84997,219.435,1695.32,916.402,0.0,0.0,0.0,2,109.818,109.616,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.083,0.1005,0.0543252,0.0,0.0,0.0,64.9509,65.1321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.128,0.30836,0.166684,0.0,0.0,0.0,1,50000,0.1005,0.0,0.30836,0.0,0.08884,0.6028,0.0332225749169435,0.1582881434717863,12.14307535895524,145.47188374055227,0.1657394119601329,0.13790210921292,1.7943573855148909,1.2199712382766474,24.0
200,AEI,144,13.52808,12.483907,18.253702,90.0,90.0,90.0,3082.745296055457,3.25161,3.25161,3.25161,3.21564,6.75786,6.75786,6.74151,6.75786,6.75786,0.0467116112979739,1,3,0,0,0,0,0,6.75793,3.25169,6.74666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5535,686.139,2225.74,1432.73,10.8128,35.0754,22.5783,1,686.139,0.0,0.0,0.0,0.0,0.0,4,3.21751,2.85098,2.21151,2.53284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.227,0.18692,0.120322,1.10979,0.00036,0.000231735,576.227,0.0,0.0,0.0,0.0,0.0,0.12331,0.431584,0.24662,0.308275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1345.56,0.43648,0.280965,36.8696,0.01196,0.00769874,1,50000,0.18692,0.00036,0.43648,0.01196,0.03898,0.51258,0.0332225982192691,0.1272473245036597,11.9557176984365,142.51224183639692,0.2247483720930232,0.1731947131828735,1.3130833830240076,-0.2728059111423482,48.0
201,AFX,144,13.547990000000038,13.5479900581387,19.351086,90.0,90.0,120.0000089704846,3075.995332656721,3.11884,3.11884,3.11884,3.11884,6.99306,6.8666,6.56351,6.99306,6.8666,0.0468141152462763,1,3,0,0,0,0,0,6.99312,3.11869,6.99312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55691,687.326,2234.48,1435.2,10.1529,33.0068,21.2002,1,687.326,0.0,0.0,0.0,0.0,0.0,4,2.89619,2.6536,2.7334,1.8697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.306,0.18378,0.118042,1.10736,0.00036,0.000231227,565.306,0.0,0.0,0.0,0.0,0.0,0.12304,0.24608,0.24608,0.492159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1335.97,0.43432,0.278963,37.3426,0.01214,0.0077975,1,50000,0.18378,0.00036,0.43432,0.01214,0.04314,0.5104,0.0332226170398671,0.0534625310647211,9.210785333297144,92.391405859621,0.2193623754152824,0.1613687268203404,1.310445306425134,-0.2405804035639538,48.0
202,NPO,18,8.843231869529488,9.086292672257755,4.992335142483425,89.97431422544209,90.01273852087567,120.92538050818074,344.1171894016875,4.26699,0.94549,0.94549,4.26699,4.56291,4.56288,4.56291,4.56291,4.56291,0.0523077618740766,1,1,0,0,0,0,0,4.56288,4.26699,4.56288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73961,62.8019,1825.01,1049.09,0.0,0.0,0.0,1,62.8019,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.2727,0.11122,0.0639337,0.0,0.0,0.0,38.2727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.979,0.33994,0.195411,0.0,0.0,0.0,1,50000,0.11122,0.0,0.33994,0.0,0.0877,0.57236,0.0332225603654485,0.1633422644415064,12.14501936356025,145.50324385989742,0.1527133953488372,0.1292819932763239,1.9297468930593915,1.7239482355493587,6.0
203,ANA,144,13.411254,13.411254,13.411254,90.0,90.0,90.0,2412.17139757649,1.88888,1.88888,1.88888,1.88888,3.56666,3.56666,3.54697,3.55259,3.55259,0.0596972504294996,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98537,0.0,0.0,0.0,265.747,1101.69,554.907,0,0.0,0.0,0.0,0.0,0.0,0.0,16,16.7549,16.4229,15.1687,17.6143,17.6186,16.5532,14.5035,15.1062,15.9893,15.7111,16.4304,17.4201,16.4088,17.198,18.4166,18.4307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.8874,0.0269,0.0135491,0.0,0.0,0.0,0.0,0.0,0.0,4.72786,3.85947,4.14893,4.29367,4.34191,3.23231,3.61826,3.81123,4.24542,5.1138,3.90772,3.95596,4.48664,4.24542,3.57001,3.3288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538.059,0.22306,0.112352,1,50000,0.0,0.0269,0.0,0.22306,0.12592,0.65102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
204,VFI,108,18.29011358876281,18.290547673410494,8.305967000282028,90.00053085741591,90.00039480805223,119.85448274901194,2409.8993129697024,11.08958,1.16529,1.17098,11.08958,11.56,11.42253,11.56,11.42253,11.42253,0.0448151503337757,1,1,0,0,0,0,0,11.5601,11.0895,11.5601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49043,319.591,1326.16,889.784,5.79555,24.049,16.1356,1,319.591,0.0,0.0,0.0,0.0,0.0,4,2.07239,1.6303,0.88524,1.20763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,667.301,0.2769,0.185785,0.626574,0.00026,0.000174446,667.301,0.0,0.0,0.0,0.0,0.0,0.289188,0.096396,0.048198,0.192792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1002.86,0.41614,0.279208,26.0269,0.0108,0.00724623,1,50000,0.2769,0.00026,0.41614,0.0108,0.08604,0.48702,0.0332225920930232,0.1522436261225767,12.122723874680574,145.2518474709153,0.385310069833887,0.2365809198789028,0.471106494911857,-1.7778872441123208,36.0
205,AST,120,13.007382002583302,13.008313030973463,13.481147028106992,89.99251376293019,90.00084811564751,89.997885768514,2281.0652854859068,1.1731,1.1731,1.1731,1.15312,6.09532,6.0952,6.0952,6.0952,6.0952,0.0526069993540048,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74957,0.0,0.0,0.0,389.073,1705.66,974.907,0,0.0,0.0,0.0,0.0,0.0,0.0,4,98.0789,94.7071,99.39,96.897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.146,0.12106,0.0691943,0.0,0.0,0.0,0.0,0.0,0.0,67.337,71.5342,69.025,68.2495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,794.404,0.34826,0.199055,1,50000,0.0,0.12106,0.0,0.34826,0.07676,0.57498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
206,PWO,60,9.052030297597604,11.684742,10.833531154954834,90.0,92.63483218854044,90.0,1144.6581038022784,3.75783,0.69012,3.75783,3.75783,4.50549,4.5042,4.50549,4.50549,4.50549,0.052417398523362,1,2,0,0,0,0,0,4.5055,3.75779,4.5055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74326,240.782,2103.53,1206.66,0.0,0.0,0.0,1,240.782,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.949,0.13362,0.0766495,0.0,0.0,0.0,152.949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.001,0.37828,0.216996,0.0,0.0,0.0,1,50000,0.13362,0.0,0.37828,0.0,0.05086,0.57086,0.0332225906378737,0.0722107320004879,9.847496635143544,105.46149151175383,0.1476707109634552,0.1224763117059021,1.9716767894197769,1.931841523902344,20.0
207,BPH,84,12.953651000000155,12.95365015845534,12.982696,90.0,90.0,120.00001865642729,1886.5998420759008,5.58367,2.9541,2.9541,5.58367,8.95063,8.95063,8.95063,8.95063,8.95063,0.0445245452303078,1,3,0,0,0,0,0,8.95062,5.58364,8.95062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48076,396.342,2100.83,1418.74,0.380648,2.01764,1.36257,1,396.342,0.0,0.0,0.0,0.0,0.0,2,0.240465,0.140183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.502,0.23402,0.15804,0.0,0.0,0.0,441.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,882.929,0.468,0.316053,0.0,0.0,0.0,1,50000,0.23402,0.0,0.468,0.0,0.04666,0.48534,0.033222618372093,0.0856893811175067,11.823028559175432,140.13806536122092,0.2882608674418603,0.1958559145192644,0.894897513868426,-1.1793843411704836,28.0
208,IWR,168,20.9831390000006,13.437025000314952,12.490873000310346,89.99920405289036,89.99997258615099,89.99999999990654,3521.8136749061214,5.17334,4.34377,4.34376,5.17334,7.04589,7.04582,7.04572,6.52835,6.52835,0.0477026939832296,1,3,0,0,0,0,0,7.04599,5.17323,7.04599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58646,665.949,1890.93,1191.91,0.982341,2.7893,1.75819,1,665.949,0.0,0.0,0.0,0.0,0.0,4,0.420549,0.221045,0.100282,0.240465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735.073,0.20872,0.131563,0.0,0.0,0.0,735.073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1445.35,0.4104,0.258689,0.0,0.0,0.0,1,50000,0.20872,0.0,0.4104,0.0,0.07122,0.51838,0.0332226066777408,0.0439474520925364,8.395634548449662,79.18162122628989,0.2267126710963455,0.16987244947504,1.2941598455007948,-0.289220226980504,56.0
209,MEP,138,13.240400036839596,13.201772833820842,13.28155448311296,89.62299496877853,89.52914032256707,90.16480939651902,2321.4339853017527,1.09516,1.07807,1.09516,1.06633,4.47738,4.46052,4.47738,4.2709,4.47738,0.0594460152103192,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97701,0.0,0.0,0.0,302.893,1304.77,659.969,0,0.0,0.0,0.0,0.0,0.0,0.0,8,23.9279,43.1694,41.1369,42.681,43.9868,42.5002,22.4417,43.0489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.822,0.0542,0.0274151,0.0,0.0,0.0,0.0,0.0,0.0,7.38216,18.8036,17.9679,17.8286,19.5929,18.1536,7.84645,18.2465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.341,0.2487,0.125796,1,50000,0.0,0.0542,0.0,0.2487,0.09714,0.65416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
210,STW,180,11.931681000000545,11.931698829320744,29.559913000000424,90.00000964770793,89.99998070455939,119.9999788376458,3644.49863811864,4.34432,2.77705,2.77729,4.34432,4.95174,4.93881,4.94941,4.94629,4.94629,0.0493895094697907,1,3,0,0,0,0,0,4.95174,4.34442,4.95174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64256,832.32,2283.77,1390.37,0.0,0.0,0.0,1,832.32,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.91,0.16104,0.0980421,0.0,0.0,0.0,586.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1516.55,0.41612,0.253336,0.0,0.0,0.0,1,50000,0.16104,0.0,0.41612,0.0,0.04764,0.53624,0.0332226135215946,0.0762383333236311,10.48014863803058,115.65719164208534,0.160947611295681,0.131354438098893,1.8271508250534945,1.3760362571507176,60.0
211,SSY,84,4.997759886621705,21.97518914269365,13.828231308384634,90.04378987938883,90.14273683710267,90.23595663664597,1518.6912247221896,5.14583,5.14583,1.17336,0.7198,6.46567,6.45276,3.67168,6.30536,6.45276,0.0553107824899468,2,1,1,0,0,0,0,6.46572,5.14579,6.46572,6.45912,5.14578,6.45912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83949,207.883,1368.83,744.136,0.0,0.0,0.0,2,104.113,103.77,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.521,0.13006,0.0707045,0.0,0.0,0.0,100.507,97.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.026,0.28118,0.152858,0.0,0.0,0.0,1,50000,0.13006,0.0,0.28118,0.0,0.11268,0.60614,0.0332226028770764,0.143413461702899,12.08123214615527,144.59441485249565,0.2153864053156146,0.16847125826226,1.381371386208376,-0.0907607827272807,28.0
212,SEW,198,24.32263700099498,11.429119000482322,14.24545000000007,90.00000402207763,90.00000637773364,89.99895537580174,3960.040117450229,5.12233,4.57732,5.12233,1.06733,6.40124,6.40124,6.38899,6.38093,6.38899,0.0499994934716689,1,2,0,0,0,0,0,6.39664,5.12234,6.39539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66285,668.637,1688.46,1015.4,11.2327,28.365,17.0581,1,668.637,0.0,0.0,0.0,0.0,0.0,6,3.52399,1.006,0.784958,0.764478,1.36829,3.78494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.581,0.17666,0.106239,0.475205,0.00012,7.21654e-05,699.581,0.0,0.0,0.0,0.0,0.0,0.0792008,0.0,0.0792008,0.0792008,0.0,0.237602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1413.18,0.35686,0.214608,25.7403,0.0065,0.00390896,1,50000,0.17666,0.00012,0.35686,0.0065,0.08744,0.5492,0.0332225963455149,0.1047005803199073,11.45797701245356,133.579767970854,0.2094185481727575,0.162769656133491,1.4119145005826834,0.0025087552275149,66.0
213,AEL,120,8.273437,18.307783514539217,13.375136553446698,89.77356782880564,90.0,90.0,2025.8932888029549,3.88264,3.88264,1.129,1.1315,4.92836,4.92212,4.10996,4.91609,4.92212,0.0592331297325658,2,1,1,0,0,0,0,4.9284,3.88218,4.9284,4.92221,3.88273,4.92221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96993,216.919,1070.73,543.538,3.72774,18.4005,9.34066,2,109.696,107.223,0.0,0.0,0.0,0.0,8,0.742936,0.540251,0.0,0.339687,0.0,0.720335,0.823798,0.560732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.989,0.0691,0.0350773,0.0810357,4e-05,2.03053e-05,72.2028,67.7864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0405179,0.0405179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.354,0.20058,0.101821,9.72429,0.0048,0.00243663,1,50000,0.0691,4e-05,0.20058,0.0048,0.14792,0.6467,0.0332225930232558,0.1010237885085747,11.414182360804697,139.51274155402828,0.1634580332225913,0.1350496749231675,1.8130032192913708,1.3008904334369236,40.0
214,AVL,126,13.24026000000064,13.240259823929362,17.31202700000003,90.00000598218887,89.99999236301527,120.0000377368264,2628.2786575160294,3.13823,3.13823,3.13822,2.08588,6.66368,6.66368,6.25027,6.29064,6.66368,0.0479401221935431,1,3,0,0,0,0,0,6.66553,3.13824,6.65666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59436,570.688,2171.34,1361.89,7.22562,27.4918,17.2432,1,570.688,0.0,0.0,0.0,0.0,0.0,3,2.88982,1.90642,2.42937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449.909,0.17118,0.107366,0.841049,0.00032,0.000200708,449.909,0.0,0.0,0.0,0.0,0.0,0.420525,0.315393,0.105131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1102.93,0.41964,0.263203,27.4918,0.01046,0.00656064,1,50000,0.17118,0.00032,0.41964,0.01046,0.04606,0.52384,0.0332225781727574,0.0535742025267175,9.08230258223912,89.81821092917002,0.2096031428571428,0.1567871627771196,1.39493108286359,0.0051204819202657,42.0
