,Code,zeo_num_atoms,zeo_a,zeo_b,zeo_c,zeo_alpha,zeo_beta,zeo_gamma,zeo_volume,zeo_largest_free_sphere,zeo_largest_free_sphere_a,zeo_largest_free_sphere_b,zeo_largest_free_sphere_c,zeo_largest_included_sphere,zeo_largest_included_sphere_a,zeo_largest_included_sphere_b,zeo_largest_included_sphere_c,zeo_largest_included_sphere_fsp,zeo_num_atoms_per_vol,zeo_chan_num_channels,zeo_chan_0_dim,zeo_chan_1_dim,zeo_chan_2_dim,zeo_chan_3_dim,zeo_chan_4_dim,zeo_chan_5_dim,zeo_chan_0_di,zeo_chan_0_df,zeo_chan_0_dif,zeo_chan_1_di,zeo_chan_1_df,zeo_chan_1_dif,zeo_chan_2_di,zeo_chan_2_df,zeo_chan_2_dif,zeo_chan_3_di,zeo_chan_3_df,zeo_chan_3_dif,zeo_chan_4_di,zeo_chan_4_df,zeo_chan_4_dif,zeo_chan_5_di,zeo_chan_5_df,zeo_chan_5_dif,zeo_density,zeo_asa_a2,zeo_asa_m2_cm3,zeo_asa_m2_g,zeo_nasa_a2,zeo_nasa_m2_cm3,zeo_nasa_m2_g,zeo_sa_num_channels,zeo_chan_0_sa_a2,zeo_chan_1_sa_a2,zeo_chan_2_sa_a2,zeo_chan_3_sa_a2,zeo_chan_4_sa_a2,zeo_chan_5_sa_a2,zeo_sa_num_pockets,zeo_poc_0_sa_a2,zeo_poc_1_sa_a2,zeo_poc_2_sa_a2,zeo_poc_3_sa_a2,zeo_poc_4_sa_a2,zeo_poc_5_sa_a2,zeo_poc_6_sa_a2,zeo_poc_7_sa_a2,zeo_poc_8_sa_a2,zeo_poc_9_sa_a2,zeo_poc_10_sa_a2,zeo_poc_11_sa_a2,zeo_poc_12_sa_a2,zeo_poc_13_sa_a2,zeo_poc_14_sa_a2,zeo_poc_15_sa_a2,zeo_poc_16_sa_a2,zeo_poc_17_sa_a2,zeo_poc_18_sa_a2,zeo_poc_19_sa_a2,zeo_poc_20_sa_a2,zeo_poc_21_sa_a2,zeo_poc_22_sa_a2,zeo_poc_23_sa_a2,zeo_poc_24_sa_a2,zeo_av_a3,zeo_av_frac,zeo_av_cm3_g,zeo_nav_a3,zeo_nav_frac,zeo_nav_cm3_g,zeo_chan_0_vol_a3,zeo_chan_1_vol_a3,zeo_chan_2_vol_a3,zeo_chan_3_vol_a3,zeo_chan_4_vol_a3,zeo_chan_5_vol_a3,zeo_poc_0_vol_a3,zeo_poc_1_vol_a3,zeo_poc_2_vol_a3,zeo_poc_3_vol_a3,zeo_poc_4_vol_a3,zeo_poc_5_vol_a3,zeo_poc_6_vol_a3,zeo_poc_7_vol_a3,zeo_poc_8_vol_a3,zeo_poc_9_vol_a3,zeo_poc_10_vol_a3,zeo_poc_11_vol_a3,zeo_poc_12_vol_a3,zeo_poc_13_vol_a3,zeo_poc_14_vol_a3,zeo_poc_15_vol_a3,zeo_poc_16_vol_a3,zeo_poc_17_vol_a3,zeo_poc_18_vol_a3,zeo_poc_19_vol_a3,zeo_poc_20_vol_a3,zeo_poc_21_vol_a3,zeo_poc_22_vol_a3,zeo_poc_23_vol_a3,zeo_poc_24_vol_a3,zeo_poav_a3,zeo_poav_frac,zeo_poav_cm3_g,zeo_ponav_a3,zeo_ponav_frac,zeo_ponav_cm3_g,zeo_probe_rad,zeo_N_points,zeo_probe_ctr_A_fract,zeo_probe_ctr_NA_fract,zeo_A_fract,zeo_NA_fract,zeo_narrow_fract,zeo_ovlpvfract,zeo_deriv_mean,zeo_deriv_variance,zeo_deriv_skewness,zeo_deriv_kurtosis,zeo_cum_mean,zeo_cum_variance,zeo_cum_skewness,zeo_cum_kurtosis,zeo_num_si
215,SFF,96,11.476887386362426,21.705864000001704,7.303416523934329,90.00002914082654,94.76128310638228,89.9999606830131,1813.117718337449,5.06102,0.96004,0.96979,5.06102,7.20886,7.20025,7.20025,7.20886,7.20886,0.0529474722071702,2,1,1,0,0,0,0,7.20024,5.06079,7.20024,7.20884,5.061,7.20884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76089,299.182,1650.1,937.083,0.0,0.0,0.0,2,151.513,147.669,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.413,0.16624,0.0944069,0.0,0.0,0.0,149.183,152.229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642.569,0.3544,0.201262,0.0,0.0,0.0,1,50000,0.16624,0.0,0.3544,0.0,0.07198,0.57362,0.0332225734219269,0.1469228426815482,12.129584996290829,145.25369523165236,0.2415780431893687,0.1823095407053918,1.202089307946807,-0.5540274603108832,32.0
216,EDI,15,6.875971,6.875971,6.355157,90.0,90.0,90.0,300.46532285992384,2.96322,2.56012,2.56474,2.96322,4.79132,4.79132,4.79132,4.79132,4.79132,0.0499225662955886,1,3,0,0,0,0,0,4.79131,2.9632,4.79131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66029,75.0621,2498.2,1504.68,0.0,0.0,0.0,1,75.0621,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.598,0.11182,0.0673497,0.0,0.0,0.0,33.598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.545,0.42782,0.257678,0.0,0.0,0.0,1,50000,0.11182,0.0,0.42782,0.0,0.03026,0.54192,0.0332225912093023,0.1138524184172654,11.96535009834356,142.5139302086103,0.1559738538205979,0.1286172739864279,1.8716969043319385,1.5208223228831432,5.0
217,CGS,96,8.441635000000117,14.107268000000037,15.700816000000032,90.00000000000027,90.00001043650767,89.99998915127843,1869.7851708002556,3.62646,3.62646,2.45821,2.45821,5.16648,5.12663,5.14181,5.15803,5.12663,0.0513427967550478,1,3,0,0,0,0,0,5.16645,3.62693,5.16645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.70752,405.953,2171.12,1271.5,0.0,0.0,0.0,1,405.953,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.528,0.1265,0.074084,0.0,0.0,0.0,236.528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698.814,0.37374,0.218879,0.0,0.0,0.0,1,50000,0.1265,0.0,0.37374,0.0,0.0678,0.55846,0.0332225913754152,0.1289616982671389,12.027225713901377,143.5941842262824,0.1708292524916944,0.1398747012411783,1.7348666789832043,1.0153528254724329,32.0
218,LIO,108,12.341470222106643,12.34163725568893,15.335298505485898,90.54983987720595,89.45095922939448,120.18530033806132,2018.9335079613963,1.70618,1.65566,1.65566,1.70618,5.52699,5.42056,5.42409,5.50802,5.50802,0.0534935893500783,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77905,0.0,0.0,0.0,330.689,1637.94,920.682,0,0.0,0.0,0.0,0.0,0.0,0.0,6,19.7595,162.195,18.9756,90.9867,17.7196,21.0526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.433,0.0968,0.054411,0.0,0.0,0.0,0.0,0.0,0.0,4.9262,116.856,4.88582,58.4683,4.60317,5.69339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,661.564,0.32768,0.184188,1,50000,0.0,0.0968,0.0,0.32768,0.08744,0.58488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
219,DAC,72,18.389785957938145,7.3906000359641295,9.895814914407858,89.99757408276483,109.0458417748614,89.99038107285959,1271.329704858664,3.11355,0.68516,2.80372,3.11355,4.3483,4.33583,4.34768,4.3483,4.3483,0.0566336173258882,2,2,2,0,0,0,0,4.34768,3.11284,4.34768,4.34835,3.11367,4.34835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88348,236.665,1861.56,988.36,0.0,0.0,0.0,2,119.25,117.415,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.275,0.0891,0.0473061,0.0,0.0,0.0,56.2182,57.0573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.071,0.31626,0.167913,0.0,0.0,0.0,1,50000,0.0891,0.0,0.31626,0.0,0.0717,0.61204,0.0332225954485049,0.099142760622165,11.640672731509326,141.14817556512975,0.1426222458471761,0.1194142657346651,2.020568995063357,2.104529693838286,24.0
220,SOF,120,20.07175886156283,12.21402500000004,9.975769467690853,89.99999997501769,105.600666707718,90.0000073793657,2355.53100023356,3.66182,3.1859,3.1859,3.66182,4.61938,4.61938,4.61938,4.61938,4.61938,0.0509439272877756,1,3,0,0,0,0,0,4.6193,3.66177,4.6193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69426,538.314,2285.32,1348.86,0.0,0.0,0.0,1,538.314,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.738,0.13956,0.0823724,0.0,0.0,0.0,328.738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,934.298,0.39664,0.234109,0.0,0.0,0.0,1,50000,0.13956,0.0,0.39664,0.0,0.04708,0.55628,0.0332226161461794,0.072529110669009,11.058858748187166,126.92195220960092,0.1473991827242524,0.1192383042974906,1.9486990156900188,1.867825543184586,40.0
221,ATS,72,13.020298238800407,21.307487000001736,5.098117706590738,89.99995857164362,88.9111585840278,89.99997317702925,1414.1145664521443,6.1475,1.42886,0.81818,6.1475,6.40477,6.30804,6.40477,6.40477,6.40477,0.0509152523480752,2,1,1,0,0,0,0,6.40473,6.14754,6.40473,6.40474,6.14757,6.40474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6933,221.078,1563.37,923.266,4.45125,31.4773,18.5893,2,111.195,109.883,0.0,0.0,0.0,0.0,4,1.16136,1.16455,1.22175,0.9036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.739,0.16034,0.0946907,0.226258,0.00016,9.44899e-05,114.543,112.196,0.0,0.0,0.0,0.0,0.0848469,0.0282823,0.0282823,0.0848469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.559,0.33488,0.197767,22.1168,0.01564,0.00923639,1,50000,0.16034,0.00016,0.33488,0.01564,0.09202,0.55746,0.0332225859634551,0.1365462246487928,11.960723871215766,145.58347150260946,0.2152162591362126,0.1683266634715364,1.3835572519362975,-0.0823775335639935,24.0
222,NON,264,22.097120206929272,14.997027002009498,13.612896124357116,90.00115704668484,90.01553064419886,89.99853778210304,4511.192567204495,1.56532,1.24597,1.56532,1.43127,5.58485,5.57564,5.57729,5.5528,5.57729,0.0585211107854781,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94625,0.0,0.0,0.0,501.039,1110.66,570.665,0,0.0,0.0,0.0,0.0,0.0,0.0,21,117.087,1.28425,121.207,1.22281,120.619,0.362288,0.402189,128.119,1.9269,1.38559,0.260946,0.260946,1.46327,1.30261,1.68644,1.36511,0.0,0.221045,0.240465,0.280366,0.341808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.242,0.0752,0.0386384,0.0,0.0,0.0,0.0,0.0,0.0,81.1112,0.451119,90.7652,0.0,85.8029,0.0,0.0,80.7503,0.0,0.0902239,0.0,0.0,0.0,0.0,0.180448,0.0902239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,959.17,0.21262,0.109246,1,50000,0.0,0.0752,0.0,0.21262,0.14794,0.63944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0
223,SIV,192,9.615523000000051,13.983955000000035,27.90149,90.0,90.0,89.99998994407328,3751.719191974636,3.16402,3.16402,2.67933,2.62042,4.85587,4.75853,4.85587,4.75853,4.75853,0.0511765380550629,1,3,0,0,0,0,0,4.85592,3.16402,4.85591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.70199,918.267,2447.59,1438.07,0.0,0.0,0.0,1,918.267,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.562,0.1089,0.0639838,0.0,0.0,0.0,408.562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1487.56,0.3965,0.232962,0.0,0.0,0.0,1,50000,0.1089,0.0,0.3965,0.0,0.04456,0.55894,0.0332225944850498,0.0490525361126914,8.107968333287204,67.53961745379885,0.1496005049833887,0.1206711087511324,1.9452239112286505,1.852742240369364,64.0
224,EAB,108,12.988908,12.988907744159706,14.94392,90.0,90.0,120.00000065156588,2183.4358447049976,2.88997,2.88967,2.88997,2.04584,6.41607,6.38601,5.5412,6.19835,5.5412,0.0494633264640719,1,3,0,0,0,0,0,6.41417,2.88998,6.41417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64502,442.965,2028.75,1233.27,3.30507,15.137,9.20174,1,442.965,0.0,0.0,0.0,0.0,0.0,2,1.70374,1.60133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.952,0.1502,0.0913061,0.698699,0.00032,0.000194527,327.952,0.0,0.0,0.0,0.0,0.0,0.436687,0.262012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.75,0.39834,0.24215,19.4762,0.00892,0.00542244,1,50000,0.1502,0.00032,0.39834,0.00892,0.05228,0.54046,0.0332225771063122,0.067173382973602,9.605170074851058,96.69545959805352,0.2052174053156145,0.1560489069882228,1.439541030906306,0.1293527958122129,36.0
225,MOR,144,18.023194,20.041512,7.432044,90.0,90.0,90.0,2684.5439145501546,5.69638,0.68106,2.30015,5.69638,5.92579,5.91603,5.92157,5.92278,5.92278,0.0536403965006956,2,2,2,0,0,0,0,5.92578,5.69649,5.92578,5.92283,5.69648,5.92283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78393,463.656,1727.13,968.158,0.0,0.0,0.0,2,231.08,232.576,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347.004,0.12926,0.0724579,0.0,0.0,0.0,175.408,171.596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,905.228,0.3372,0.189021,0.0,0.0,0.0,1,50000,0.12926,0.0,0.3372,0.0,0.07442,0.58838,0.0332226018936877,0.0982052709734261,11.543774372226592,134.81211009986794,0.1866911162790698,0.1416938024695112,1.5468649043818683,0.4509416283375023,48.0
226,AFR,96,21.949734,13.570129,6.941736,90.0,90.0,90.0,2067.6704961692712,6.34411,1.32582,3.19361,6.34411,7.78281,7.66276,7.25596,7.64764,7.64764,0.0464290611960934,2,2,2,0,0,0,0,7.78297,6.3442,7.78297,7.78106,6.3442,7.78106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5441,410.651,1986.05,1286.22,0.0,0.0,0.0,2,203.787,206.864,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.034,0.20798,0.134693,0.0,0.0,0.0,215.286,214.748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,898.568,0.43458,0.281445,0.0,0.0,0.0,1,50000,0.20798,0.0,0.43458,0.0,0.05618,0.50924,0.0332225612857142,0.129146510918378,12.074172999929408,144.48834846316282,0.2534648305647839,0.1838479223540256,1.1026005899885625,-0.7796980638280386,32.0
227,CSV,60,12.917724512692589,11.114704603338811,9.285361249256058,93.32502848290424,106.41066527819405,103.53165051523406,1232.2930326861842,4.78424,1.3335,2.48513,4.78424,7.15736,7.15736,7.15736,7.15692,7.15692,0.0486897177931862,1,2,0,0,0,0,0,7.15738,4.78422,7.15738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61929,231.154,1875.8,1158.41,0.0603814,0.489992,0.302598,1,231.154,0.0,0.0,0.0,0.0,0.0,1,0.0603814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.177,0.19896,0.122869,0.0,0.0,0.0,245.177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.441,0.40854,0.252296,0.0,0.0,0.0,1,50000,0.19896,0.0,0.40854,0.0,0.05902,0.53244,0.0332225780730897,0.1470081125801686,12.08480972895194,144.67355347911075,0.2387778571428571,0.1813644759576148,1.2231592363463188,-0.5032153015094347,20.0
228,ATO,108,20.468251000000315,20.4682485920928,4.961425,89.99999440149662,90.00000559850272,119.999987413039,1800.107885818621,4.91411,1.30018,1.30018,4.91411,5.14766,5.14766,5.14749,5.14766,5.14766,0.0599964040215765,3,1,1,1,0,0,0,5.14757,4.91408,5.14757,5.14757,4.91409,5.14757,5.14757,4.91409,5.14757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99532,180.857,1004.7,503.529,0.0,0.0,0.0,3,59.9001,60.4654,60.4912,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.276,0.07626,0.0382195,0.0,0.0,0.0,47.7749,44.5347,44.9667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.338,0.19962,0.100044,0.0,0.0,0.0,1,50000,0.07626,0.0,0.19962,0.0,0.14464,0.65574,0.0332226033222591,0.1501264470083473,12.10237430879796,145.52607782174562,0.172425511627907,0.1423956421231024,1.7321054414969637,1.0014751857886814,36.0
229,AFI,72,13.6187347376445,13.59125880243449,8.322777,90.0,90.0,119.74454896852944,1337.542229444557,6.7218,1.17144,1.16073,6.7218,7.34222,7.20866,7.26468,7.34222,7.34222,0.053830076101522,1,1,0,0,0,0,0,7.34219,6.72178,7.34219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.79024,167.538,1252.58,699.673,4.54272,33.9632,18.9713,1,167.538,0.0,0.0,0.0,0.0,0.0,4,0.902539,0.542372,1.6303,1.46751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.69,0.14182,0.0792184,0.187256,0.00014,7.82017e-05,189.69,0.0,0.0,0.0,0.0,0.0,0.0535017,0.0267508,0.0802525,0.0267508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.01,0.28112,0.157029,21.8287,0.01632,0.00911609,1,50000,0.14182,0.00014,0.28112,0.01632,0.11614,0.58642,0.0332225921528239,0.1331851042068127,11.904186832127106,145.6200612923902,0.2449874451827242,0.184329894399771,1.1839168388971055,-0.5947869450435839,24.0
230,GIS,48,9.602318000003851,9.602318000003851,10.128867000002469,90.0000581177374,90.0000581177374,90.00008353615908,933.9272284458372,2.61955,2.61955,2.61955,2.61955,4.3758,4.3758,4.3758,4.37576,4.3758,0.0513958674059407,1,3,0,0,0,0,0,4.37573,2.61957,4.37573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.70929,225.685,2416.52,1413.76,0.0,0.0,0.0,1,225.685,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.8856,0.10374,0.060692,0.0,0.0,0.0,96.8856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.789,0.4088,0.239164,0.0,0.0,0.0,1,50000,0.10374,0.0,0.4088,0.0,0.03156,0.55964,0.0332225941528239,0.111515896798016,11.83663497238337,140.23648948520776,0.1435930764119601,0.1207124185595978,2.01201749711833,2.062376195146056,16.0
231,MEI,102,13.035480000005524,13.035487744848677,15.591836,90.0,90.0,120.0000838439643,2294.4671072664214,6.31897,2.2737,2.27915,6.31897,7.62675,7.62675,7.62675,7.62675,7.62675,0.0444547667198945,1,3,0,0,0,0,0,7.62675,6.31895,7.62675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47844,509.765,2221.71,1502.74,0.0,0.0,0.0,1,509.765,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531.353,0.23158,0.156638,0.0,0.0,0.0,531.353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1086.02,0.47332,0.320147,0.0,0.0,0.0,1,50000,0.23158,0.0,0.47332,0.0,0.04206,0.48462,0.0332225922790697,0.092284583172108,11.70318653110985,138.13797983909035,0.2505171129568105,0.1832461034860146,1.130420555446506,-0.7092145407979613,34.0
232,EPI,72,8.92777321066418,17.398627,9.878478591795652,90.0,124.10810294717903,90.0,1270.482190543075,3.10543,3.05152,0.63203,3.10543,4.58017,4.5623,4.57555,4.55443,4.55443,0.0566713965264032,2,2,2,0,0,0,0,4.56502,3.10559,4.56502,4.58027,3.10558,4.58027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88474,232.028,1826.3,968.995,0.0,0.0,0.0,2,118.624,113.404,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.946,0.0889,0.0471684,0.0,0.0,0.0,56.0029,56.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.322,0.31352,0.166347,0.0,0.0,0.0,1,50000,0.0889,0.0,0.31352,0.0,0.06784,0.61864,0.0332225859800664,0.1156382850521085,11.988808868692953,142.91768543064626,0.1499927109634551,0.1249818133511785,1.937962846036976,1.7687731426188948,24.0
